Time,Connected,PIR,Temp,Photo,Sleep,Lightover,Fanover
1406601326,1,1,76,108,0,0,0
1406601344,1,1,76,108,0,0,0
1406601362,1,1,76,107,0,0,1
1406601379,1,1,76,108,0,0,1
1406601397,1,1,76,108,0,0,1
1406601414,1,1,76,108,0,0,1
1406601432,1,1,76,6,1,0,1
1406601450,1,1,76,6,1,0,1
1406601468,1,1,76,7,1,0,1
1406601485,1,1,76,6,1,0,1
1406601503,1,1,76,107,0,0,1
1406601521,1,1,76,108,0,0,1
1406601540,1,1,76,108,0,0,0
1406601557,1,1,76,107,0,0,0
1406601575,1,1,76,107,0,0,0
1406601592,1,1,76,108,0,0,0
1406601610,1,1,76,106,0,0,0
1406601628,1,1,76,108,0,0,0
1406601645,1,1,76,107,0,0,0
1406601663,1,1,76,108,0,0,0
1406601680,1,1,76,107,0,0,0
1406601698,1,1,76,108,0,0,0
1406601715,1,1,76,108,0,0,0
1406601733,1,1,75,108,0,0,0
1406601751,1,1,75,108,0,0,0
1406601768,1,1,75,108,0,0,0
1406601786,1,1,75,108,0,0,0
1406601803,1,1,75,108,0,0,0
1406601821,1,1,75,108,0,0,0
1406601838,1,1,75,108,0,0,0
1406601856,1,1,75,108,0,0,0
1406601873,1,1,75,108,0,0,0
1406601891,1,1,75,108,0,0,0
1406601909,1,1,75,107,0,0,0
1406601927,1,1,75,107,0,0,0
1406601945,1,1,75,108,0,0,0
1406601964,1,1,75,107,0,0,0
1406601981,1,1,75,108,0,0,0
1406601999,1,1,75,107,0,0,0
1406602016,1,1,75,107,0,0,0
1406602034,1,1,75,108,0,0,0
1406602052,1,1,75,108,0,0,0
1406602069,1,1,75,108,0,0,0
1406602087,1,1,75,109,0,0,0
1406602104,1,1,75,109,0,0,0
1406602122,1,1,75,108,0,0,0
1406602139,1,1,75,108,0,0,0
1406602157,1,1,75,107,0,0,0
1406602175,1,1,75,109,0,0,0
1406602192,1,1,75,108,0,0,0
1406602210,1,1,75,107,0,0,0
1406602227,1,1,75,107,0,0,0
1406602245,1,0,75,106,0,0,0
1406602262,1,0,75,108,0,0,0
1406602280,1,0,75,4,0,0,0
1406602297,1,1,75,109,0,0,0
1406602315,1,1,75,109,0,0,0
1406602333,1,1,75,109,0,0,0
1406602350,1,1,74,109,0,0,0
1406602368,1,1,74,109,0,0,0
1406602385,1,1,74,110,0,0,0
1406602403,1,1,74,108,0,0,0
1406602420,1,1,74,108,0,0,0
1406602438,1,1,74,108,0,0,0
1406602456,1,1,74,108,0,0,0
1406602473,1,1,74,109,0,0,0
1406602491,1,1,74,108,0,0,0
1406602508,1,1,74,108,0,0,0
1406602526,1,1,74,108,0,0,0
1406602543,1,1,74,108,0,0,0
1406602561,1,1,74,108,0,0,0
1406602579,1,1,74,106,0,0,0
1406602596,1,1,74,105,0,0,0
1406602614,1,1,74,106,0,0,0
1406602631,1,1,74,105,0,0,0
1406602649,1,1,74,105,0,0,0
1406602666,1,1,74,105,0,0,0
1406602684,1,1,74,105,0,0,0
1406602701,1,1,74,105,0,0,0
1406602719,1,1,74,105,0,0,0
1406602737,1,1,74,104,0,0,0
1406602754,1,1,74,104,0,0,0
1406602772,1,1,74,102,0,0,0
1406602789,1,1,74,105,0,0,0
1406602807,1,1,74,105,0,0,0
1406602824,1,1,74,104,0,0,0
1406602842,1,1,74,103,0,0,0
1406602860,1,1,74,104,0,0,0
1406602877,1,1,74,103,0,0,0
1406602895,1,1,74,104,0,0,0
1406602912,1,1,73,104,0,0,0
1406602930,1,1,74,104,0,0,0
1406602947,1,1,73,104,0,0,0
1406602965,1,1,73,105,0,0,0
1406602982,1,1,73,104,0,0,0
1406603000,1,1,73,104,0,0,0
1406603018,1,1,73,105,0,0,0
1406603035,1,1,73,104,0,0,0
1406603053,1,1,73,104,0,0,0
1406603070,1,1,73,105,0,0,0
1406603088,1,1,73,104,0,0,0
1406603105,1,1,73,104,0,0,0
1406603123,1,1,73,104,0,0,0
1406603141,1,1,73,105,0,0,0
1406603158,1,1,73,105,0,0,0
1406603176,1,1,73,105,0,0,0
1406603193,1,1,73,104,0,0,0
1406603211,1,1,73,104,0,0,0
1406603228,1,1,73,105,0,0,0
